"Ever Auburn Scholarships will benefit outstanding students like Donovan who will do great things if they get the financial support they need to reach the finish line.

Learn more about how you can support students like Donovan at ever.auburn.edu #EVERAUBURN",9/16/2021 16:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ever Auburn Scholarships will benefit talented students like Julia who just need an open door and opportunity to attend #Auburn.

Learn more about how you can support students like Julia at ever.auburn.edu #EVERAUBURN",9/14/2021 15:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ever Auburn::: a new scholarship and financial aid initiative::: will help the #Auburn experience be more accessible to students who have the intellect::: the drive and the desire — but not the means — to attend. #EVERAUBURN

OCM.AUBURN.EDU
New scholarship initiative at Auburn to address accessibility",9/13/2021 16:05,"When I was an undergraduate at Auburn::: I spoke with a woman who worked in the honors college and said that I was disappointed that the National Merit Scholarship was reduced for out-of-state students (I was in the last year that still had full tuition covered). She told me that too many scholarships reducing cost of admission would reduce the value of an Auburn education.

Glad that most people working for the university seem to think otherwise!","Please when will the university first admission/
offer letter for fall 2022 released:::

I have applied since last month",Amelia 🧡💙,"Fck your school full of ignorant pieces of sht. https://
www.theroot.com/
white-football-f
ans-chanted-f-k
-joe-biden-on-9
-11-at-18476753
63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#ICYMI This week’s on-field recognition — Auburn University School of Forestry and Wildlife Sciences is commemorating its 75th anniversary with a yearlong anniversary celebration. #WarEagle

➡️ ocm.auburn.edu/onfield
•••
Prior to each home game during the Auburn Football 2021 season::: #Auburn is recognizing extraordinary programs and people who lead life-changing research::: industry partnerships::: community outreach and an elevated student experience.",9/12/2021 14:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Today::: 35 new officer cadets were sworn in during a pregame contracting ceremony. By reciting the Oath of Enlistment::: they made their commitment to the United States Army official as they prepare to join the rigorous four-year leadership training program here at Auburn. #WarEagle,9/11/2021 15:21,Thank you. Your willingness to serve & protect the tenents of our American philosophy is greatly appreciated.,May God bless you each and every one. Thank you for your commitment to our country.,May God bless all of you. Thank you for your bravery and your service to this great nation. 🙏❤️🇺🇸,Thankful for their dedication! War Eagle!,Thank you for your service and may God keep you safe as you serve.,Thank you for your service.,War Eagle💙🧡🦅🇺🇸,Thank you for your willingness to serve our nation. God Bless you. ❤️,🇺🇸,God Bless all these men and women! Thank you for your service.,Thank you. May God bless your commitment and your journey.,Forty four years ago::: I took my oath in an ROTC classroom in the old Broun Hall on Magnolia Avenue.,War Eagle! Go Army!,War Eagle. 🦅,So proud of you! God Bless…,Thank you all and may God bless you! War Eagle!,Thank you all for your commitment!,War Eagle - took the same oath in the Nichols center in the late 80’s,Thank You for serving our country 🙏🏻❤️🇺🇸💙,❤️🤍💙,❤️🤍💙,👏👏👏🧡💙,Thank you and God Bless you all🙏🏻,May God Bless you as you serve!,God bless you all,"Congratulations
!","Congratulations
!",Thank you!!!!!,God bless all of you!,Congratulations,Really great idea !,Thank you!!! ❤️ 🤍💙 🇺🇸,Thank you!,Thank you,AUsome!,WAREAGLE!🧡🇺🇸💙,"Fck your school full of ignorant pieces of sht. https://
www.theroot.com/
white-football-f
ans-chanted-f-k
-joe-biden-on-9
-11-at-18476753
63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸 Today we reflect on the lives lost and those forever changed by the attacks twenty years ago. #NeverForget,9/11/2021 11:27,We should be remembering Mike Spann::: the first hero killed in Afghanistan and an Auburn man. He was part of Team Alpha and went into Afghanistan on 10/17. He died on 11/25/01. While he didn't die on 9/11/01::: he died because of it. Semper Fi Agent Spann::: we still remember you and thank you.,Our president has forgotten!,We remember::: but who teaches our children?….🩸,I was a freshman at Auburn.,🇺🇸🙏🇺🇸,🇺🇸,🙏🇺🇸🙏,🙏✈️🇺🇸🇺🇸 In Memory!,A True Understanding Of 9/11 Shows It Was The Catholic Church Which Caused It::: COVID::: And The Federal Reserve!,"Fck your school full of ignorant pieces of sht. https://
www.theroot.com/
white-football-f
ans-chanted-f-k
-joe-biden-on-9
-11-at-18476753
63",Inbox me for assistance in writing high-quality essays and assignments 😊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"As Olivia Jimeno walks to her student job in Auburn’s Veterans Resource Center::: she often finds herself encountering the center’s display featuring a piece of steel retrieved after the World Trade Center towers’ collapse on Sept. 11::: 2001.

It is a powerful reminder her father made it out alive after the terrorist attacks 20 years ago. #NeverForget

OCM.AUBURN.EDU
A special connection to 9/11 survivors::: veterans and the Auburn Family",9/10/2021 20:40,"Fck your school full of ignorant pieces of sht. https://
www.theroot.com/
white-football-f
ans-chanted-f-k
-joe-biden-on-9
-11-at-18476753
63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tanner Harness’ path to becoming an #Auburn student was nontraditional::: to say the least.

Not many of our students can say they worked as an instructor for a nuclear reactor plant before launching their college careers::: but Harness has always blazed his own path in life.

Following several years of ongoing service in the U.S. Navy::: Harness is now a senior studying civil engineering thanks to the Naval Commissioning Program::: as well as participating in Naval ROTC activities and dedicating time to completing the STA-21 Commissioning Program::: which he started in 2019. #WarEagle

OCM.AUBURN.EDU
From warships to War Eagle: Harness takes on student life::: preparing for a successful future",9/10/2021 15:51,War Eagle Tanner! Thank you for your honorable service to the USNavy! 🧡🐅💙 ❤️🇺🇸💙,Proud to have you as part of the Auburn Family! War Eagle,Thank you for your service and best of luck post college!!! War Eagle,Good for you. You will never be sorry.,I couldn't get passed that he was an instructor for a nuclear reactor and wasn't already a engineer. No one else alarmed about this?,War Eagle shipmate.,Welcome aboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Harold A. Franklin::: #Auburn's first African American student::: passed away today at his home in Sylacauga::: Alabama.

""Auburn is a better institution because of Dr. Franklin’s bravery 57 years ago. His spirit of internal fortitude will continue to inspire us.”

OCM.AUBURN.EDU
Harold Franklin::: Auburn University’s first African American student::: passes away at age 88",9/9/2021 21:20,I was a student at Auburn when it was Mr. Franklin enrolled. Our nation has come a long way toward racial equality.,RIP & War Eagle 💙🧡,RIP sir.,Prayers for the family of such a strong and intelligent person. 🙏❤️,Prayers for his family and much appreciation for his example and leadership.,Very grateful for Dr. Franklin’s bravery & sacrifices. We are better because of him. May he rest In peace and may God comfort his loved ones. 🙏🏻😢 An Auburn man. 🧡💙,RIP Mr Franklin. God please grand comfort to his family💜,Condolence to Mr Franklin and family. Wishing for better days! 🧡,I can only imagine his struggle. He is a hero and condolences to his family. War Eagle.💙 🧡,Prayers for the Family,Thanks to him for his honorable service.,Prayers,RIP & War Eagle Sir 💙🧡,Rest in Peace Sir.... War Eagle,RIP and War Eagle,🙏 RIP 🕊 🧡WE💙,Thank you and God Bless::: Dr Franklin.,Praying for the family.,Prayers,Rest in peace,For your bravery. CONDOLENCES !!!,Rest in peace::: Dr. Franklin::: and War Eagle!,Yes he was very brave and a class act.,I remember him when I was at Auburn. Walking across campus::: he always looked so professional. Such an example!,"Rest in Peace.
#AuburnFamily",RIP Sir!,Rest In Peace. #WarEagle. 🧡💙🦅,War Eagle and Rest In Peace,Rest in peace! War Eagle!,War Eagle !,War Eagle🧡💙,R. I. P. WDE!!!,Jordan McCants.,R.I.P WDE,R I P HAROLD FRANKLIN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"🥇 Olympics gold medalist and soon-to-be Dancing with the Stars contestant Sunisa Lee recently entered a new routine—shifting her focus from gold to orange and blue as a “star” student at #Auburn. #WarEagle

➡️ https://ocm.auburn.edu/newsroom/news_articles/2021/09/091425-suni-lee.php",9/9/2021 19:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A new collaboration between #Auburn and TUSKEGEE UNIVERSITY aims to provide opportunities for Tuskegee students to explore new educational and career paths through #STEM—science::: technology::: engineering and mathematics—research mentorships with Auburn graduate students and faculty. #WarEagle

OCM.AUBURN.EDU
Auburn University teams with Tuskegee University for STEM student research opportunities",9/8/2021 21:23,👏👏👏💛🐅🦅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aside from #Auburn’s beloved mascot Aubie::: perhaps nothing draws a crowd on campus these days more than the university’s coolest new addition—a robotic dog named Mac.

The Boston Dynamics-designed::: four-legged agile robot—purchased by the Auburn University McWhorter School of Building Science in the Auburn University College of Architecture::: Design and Construction—is a magnet for attention on the Plains. #WarEagle

➡️ http://ocm.auburn.edu/newsroom/news_articles/2021/08/271521-mac-robotic-dog-feature-story.php",9/7/2021 21:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#ICYMI: Check out this week’s on-field recognition — Auburn University School of Nursing alumni are leading the fight against COVID-19. #WarEagle

➡️ ocm.auburn.edu/onfield
•••
Prior to each home game during the 2021 Auburn Football season::: #Auburn is recognizing extraordinary programs and people who lead life-changing research::: industry partnerships::: community outreach and an elevated student experience.",9/5/2021 15:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Auburn University Wheelchair Basketball
5 September::: 05:05 ·

We couldn’t be more proud of our head coach Robb Taylor & Team USA for winning GOLD last night!🏅🏅🏅

Auburn Tigers Auburn University

#GoTeamUSA #WarEagle #AuburnFamily",9/5/2021 13:06,"Congratulations
! War Eagle!",Congrats Tesm n Cosch! Proud Of You! War Eagle!,"Auburn Strong.
Auburn Proud.","Congratulations
!",Congratulations,"Congratulations
!💙🧡","Congratulation!
War Eagle!","Congratulations
!","AUsome! Congratulations
! 🇺🇸",Congrats and War Eagle Coach!,That is so fabulous!,"Congratulations
!!! 🧡💙","CONGRATULATIONS
! 🏀",Congrats,AUSOME!!!!?,Sarah Kate Sligh,"Congratulations
!!! We watched and are so proud of our AUSOME Team USA! 🧑🏻‍🦽🏀👨🏻‍🦽","Congratulations
- What a wonderful accomplishment!",War Eagle! AU has had such an impact at the Olympics!,So proud of our team tonight 🦅🎈👍,"Congratulations
to AU Wheelchair Basketball and Coach Taylor. Does not get any better than GOLD..the best.. 🦅 🧡",War Eagle::: Auburn Tigers! 🧡💙🦅,"CONGRATULATIONS
team and coach 🏀🏀🏀",War Eagle! Congrats!,WOW! War Eagle 🦅,"Congratulations
…War Eagle!","Congratulations
🎊","Congratulations
! So cool!",Congrats!,"Congratulations
War Eagle",Absolutely War Eagle 🦅,Auburn ….the best!,Awesome!!,"Congratulations
!",Good job by coach and team! USA! War Eagle!,"Congratulations
!!!!","CONGRATULATIONS
💥💥",Au = GOLD,Congrats Coach Robb!,War Eagle!,"Congratulations
! War Eagle!!","Woo hoo! Congratulations
and War Eagle!! 🇺🇸💙🧡","Congratulations
and War Eagle !!💙🧡💙🧡","War Eagle 🦅! Congratulations
!","Congratulations
Coach and War Eagle! 🧡🦅💙","Congratulations
🎊🎉🎈🍾",#WarEagle,war eagle!,JR Pearce,AUsome,War Eagle!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
